"Time (s)","Illuminance (lx)"
1.258311814E2,2.000000000E0
1.259418111E2,1.000000000E0
1.260526559E2,0.000000000E0
1.261620315E2,2.000000000E0
1.262713181E2,2.000000000E0
1.263808107E2,1.000000000E0
1.264894917E2,2.000000000E0
1.266009148E2,1.000000000E0
1.267110855E2,1.000000000E0
1.268197105E2,3.000000000E0
1.269296062E2,3.000000000E0
1.270391038E2,4.000000000E0
1.271474028E2,5.000000000E0
1.272572576E2,5.000000000E0
1.273682585E2,5.000000000E0
1.274781253E2,6.000000000E0
1.275867028E2,6.000000000E0
1.276963636E2,5.000000000E0
1.278059301E2,5.000000000E0
1.279157274E2,5.000000000E0
1.280258313E2,6.000000000E0
1.281359160E2,7.000000000E0
1.282450706E2,9.000000000E0
1.283548414E2,9.000000000E0
1.284648121E2,9.000000000E0
1.285743269E2,1.000000000E1
1.286843164E2,1.000000000E1
1.287944053E2,9.000000000E0
1.289043272E2,8.000000000E0
1.290142545E2,7.000000000E0
1.291235200E2,7.000000000E0
1.292335324E2,7.000000000E0
1.293435195E2,8.000000000E0
1.294529315E2,8.000000000E0
1.295630598E2,8.000000000E0
1.296722515E2,7.000000000E0
1.297835468E2,8.000000000E0
1.298932686E2,6.000000000E0
1.300035145E2,6.000000000E0
1.301133508E2,6.000000000E0
1.302228292E2,5.000000000E0
1.303323637E2,6.000000000E0
1.304420566E2,6.000000000E0
1.305508433E2,6.000000000E0
1.306616919E2,8.000000000E0
1.307710217E2,8.000000000E0
1.308811784E2,9.000000000E0
1.309904085E2,9.000000000E0
1.310986694E2,9.000000000E0
1.312086901E2,9.000000000E0
1.313187268E2,8.000000000E0
1.314298013E2,8.000000000E0
1.315391510E2,8.000000000E0
1.316487713E2,8.000000000E0
1.317585292E2,8.000000000E0
1.318674003E2,8.000000000E0
1.319763923E2,8.000000000E0
1.320865913E2,8.000000000E0
1.321965209E2,9.000000000E0
1.323062418E2,9.000000000E0
1.324161942E2,9.000000000E0
1.325251332E2,9.000000000E0
1.326348661E2,1.000000000E1
1.327450335E2,1.200000000E1
1.328550239E2,1.300000000E1
1.329650978E2,1.300000000E1
1.330739575E2,1.400000000E1
1.331834858E2,1.400000000E1
1.332934397E2,1.400000000E1
1.334035372E2,1.500000000E1
1.335145739E2,1.400000000E1
1.336227476E2,1.300000000E1
1.337329352E2,1.200000000E1
1.338441779E2,1.200000000E1
1.339541443E2,1.100000000E1
1.340632895E2,1.100000000E1
1.341735114E2,1.000000000E1
1.342835083E2,1.000000000E1
1.343935166E2,1.100000000E1
1.345026400E2,1.100000000E1
1.346110259E2,1.100000000E1
1.347223757E2,1.100000000E1
1.348325372E2,1.100000000E1
1.349419042E2,1.200000000E1
1.350512467E2,1.100000000E1
1.351592421E2,1.200000000E1
1.352695645E2,1.200000000E1
1.353807495E2,1.000000000E1
1.354897330E2,1.100000000E1
1.355996421E2,1.100000000E1
1.357102344E2,1.200000000E1
1.358196849E2,1.100000000E1
1.359295503E2,1.100000000E1
1.360376333E2,1.200000000E1
1.361475381E2,1.300000000E1
1.362574858E2,1.300000000E1
1.363693206E2,1.400000000E1
1.364783114E2,1.700000000E1
1.365879176E2,1.800000000E1
1.366963720E2,1.800000000E1
1.368058525E2,1.900000000E1
1.369159008E2,1.900000000E1
1.370259760E2,1.700000000E1
1.371358388E2,1.500000000E1
1.372458782E2,1.400000000E1
1.373548604E2,1.500000000E1
1.374644231E2,1.400000000E1
1.375742767E2,1.400000000E1
1.376844326E2,1.500000000E1
1.377944883E2,1.500000000E1
1.379043757E2,1.200000000E1
1.380143547E2,1.200000000E1
1.381235385E2,1.200000000E1
1.382335638E2,1.500000000E1
1.383428923E2,1.500000000E1
1.384529086E2,1.500000000E1
1.385622886E2,1.500000000E1
1.386732183E2,1.500000000E1
1.387825804E2,1.500000000E1
1.388927126E2,1.500000000E1
1.390028438E2,1.500000000E1
1.391128939E2,1.500000000E1
1.392223230E2,9.000000000E0
1.393321000E2,1.000000000E1
1.394410080E2,1.000000000E1
1.395516314E2,1.000000000E1
1.396613010E2,1.500000000E1
1.397712551E2,1.500000000E1
1.398802708E2,1.500000000E1
1.399898742E2,1.500000000E1
1.400986166E2,1.500000000E1
1.402088961E2,1.900000000E1
1.403189277E2,2.000000000E1
1.404291944E2,1.800000000E1
1.405386598E2,1.800000000E1
1.406470155E2,1.800000000E1
1.407564216E2,1.700000000E1
1.408664524E2,1.500000000E1
1.409765865E2,1.400000000E1
1.410865102E2,1.300000000E1
1.411959391E2,1.300000000E1
1.413050000E2,1.500000000E1
1.414147703E2,1.500000000E1
1.415247847E2,1.500000000E1
1.416344043E2,1.500000000E1
1.417443913E2,1.600000000E1
1.418538809E2,1.500000000E1
1.419638544E2,1.500000000E1
1.420732954E2,1.500000000E1
1.421833259E2,1.600000000E1
1.422935022E2,1.300000000E1
1.424026723E2,1.400000000E1
1.425134809E2,1.200000000E1
1.426229871E2,1.500000000E1
1.427332317E2,1.400000000E1
1.428432457E2,1.500000000E1
1.429531302E2,1.600000000E1
1.430625022E2,1.800000000E1
1.431722380E2,1.700000000E1
1.432814164E2,1.500000000E1
1.433909123E2,1.300000000E1
1.435024521E2,1.100000000E1
1.436124244E2,1.200000000E1
1.437210828E2,1.500000000E1
1.438306608E2,1.500000000E1
1.439392869E2,1.500000000E1
1.440491955E2,1.500000000E1
1.441594632E2,1.500000000E1
1.442696174E2,1.400000000E1
1.443792032E2,1.400000000E1
1.444890444E2,1.500000000E1
1.445973210E2,1.300000000E1
1.447077056E2,1.300000000E1
1.448170289E2,1.200000000E1
1.449271256E2,1.200000000E1
1.450363862E2,1.200000000E1
1.451464231E2,1.100000000E1
1.452561511E2,1.100000000E1
1.453654976E2,1.200000000E1
1.454754787E2,1.200000000E1
1.455856253E2,1.200000000E1
1.456957678E2,8.000000000E0
1.458053757E2,1.100000000E1
1.459145795E2,1.600000000E1
1.460237558E2,1.500000000E1
1.461338370E2,1.500000000E1
1.462441284E2,1.500000000E1
1.463542911E2,1.500000000E1
1.464633884E2,1.500000000E1
1.465743108E2,1.400000000E1
1.466838315E2,1.300000000E1
1.467942547E2,1.200000000E1
1.469034871E2,1.300000000E1
1.470135761E2,1.300000000E1
1.471221188E2,1.300000000E1
1.472327265E2,1.300000000E1
1.473420044E2,1.200000000E1
1.474528266E2,1.100000000E1
1.475623289E2,1.000000000E1
1.476716437E2,9.000000000E0
1.477815467E2,8.000000000E0
1.478896855E2,8.000000000E0
1.479997659E2,9.000000000E0
1.481100546E2,9.000000000E0
1.482203916E2,9.000000000E0
1.483309140E2,9.000000000E0
1.484400573E2,9.000000000E0
1.485498435E2,1.000000000E1
1.486582183E2,1.000000000E1
1.487683838E2,8.000000000E0
1.488795328E2,6.000000000E0
1.489895592E2,5.000000000E0
1.490985760E2,2.000000000E0
1.492082960E2,1.000000000E0
1.493178823E2,5.000000000E0
1.494261208E2,6.000000000E0
1.495362377E2,7.000000000E0
1.496463282E2,7.000000000E0
1.497561212E2,7.000000000E0
1.498661230E2,6.000000000E0
1.499751661E2,5.000000000E0
1.500846432E2,5.000000000E0
1.501946391E2,1.000000000E0
1.503047468E2,1.000000000E0
1.504147184E2,1.000000000E0
1.505242510E2,1.000000000E0
1.506336305E2,0.000000000E0
1.507430088E2,0.000000000E0
1.508531803E2,0.000000000E0
1.509632391E2,0.000000000E0
1.510725191E2,0.000000000E0
1.511824208E2,0.000000000E0
1.512926092E2,0.000000000E0
1.514037240E2,0.000000000E0
1.515128390E2,0.000000000E0
1.516237258E2,0.000000000E0
1.517331360E2,0.000000000E0
1.518424450E2,0.000000000E0
1.519511555E2,0.000000000E0
1.520613058E2,0.000000000E0
1.521708861E2,0.000000000E0
1.522821692E2,0.000000000E0
1.523917797E2,0.000000000E0
1.525012550E2,0.000000000E0
1.526109712E2,0.000000000E0
1.527191880E2,0.000000000E0
1.528291120E2,0.000000000E0
1.529393567E2,0.000000000E0
1.530492566E2,0.000000000E0
1.531590996E2,0.000000000E0
1.532687458E2,0.000000000E0
1.533769656E2,0.000000000E0
1.534867868E2,0.000000000E0
1.535968154E2,0.000000000E0
1.537070508E2,0.000000000E0
1.538168867E2,0.000000000E0
1.539257868E2,0.000000000E0
1.540354978E2,0.000000000E0
1.541452289E2,0.000000000E0
1.542553809E2,0.000000000E0
1.543654730E2,0.000000000E0
1.544754868E2,0.000000000E0
1.545844680E2,0.000000000E0
1.546943314E2,0.000000000E0
1.548037513E2,0.000000000E0
1.549137707E2,0.000000000E0
1.550238722E2,0.000000000E0
1.551339028E2,0.000000000E0
1.552432338E2,0.000000000E0
1.553534649E2,0.000000000E0
1.554632757E2,0.000000000E0
1.555735439E2,0.000000000E0
1.556835644E2,0.000000000E0
1.557935159E2,0.000000000E0
1.559036070E2,0.000000000E0
1.560116955E2,0.000000000E0
1.561220193E2,0.000000000E0
1.562327085E2,0.000000000E0
1.563421855E2,1.000000000E0
1.564515822E2,1.000000000E0
1.565615805E2,1.000000000E0
1.566715076E2,0.000000000E0
1.567797222E2,1.000000000E0
1.568898225E2,1.000000000E0
1.570000763E2,1.000000000E0
1.571099757E2,1.000000000E0
1.572198591E2,1.000000000E0
1.573297169E2,1.000000000E0
1.574377857E2,1.000000000E0
1.575476883E2,0.000000000E0
1.576586384E2,1.000000000E0
1.577686642E2,1.000000000E0
1.578789594E2,0.000000000E0
1.579883314E2,0.000000000E0
1.580965644E2,0.000000000E0
1.582060354E2,0.000000000E0
1.583160886E2,0.000000000E0
1.584262055E2,0.000000000E0
1.585363048E2,0.000000000E0
1.586459748E2,1.000000000E0
1.587551827E2,1.000000000E0
1.588645452E2,1.000000000E0
1.589744788E2,1.000000000E0
1.590846197E2,0.000000000E0
1.591946804E2,1.000000000E0
1.593043855E2,0.000000000E0
1.594143686E2,0.000000000E0
1.595230218E2,1.000000000E0
1.596330203E2,0.000000000E0
1.597430228E2,1.000000000E0
1.598531462E2,1.000000000E0
1.599624982E2,2.000000000E0
1.600724632E2,3.000000000E0
1.601830665E2,5.000000000E0
1.602928569E2,4.000000000E0
1.604036099E2,2.000000000E0
1.605122659E2,3.000000000E0
1.606223579E2,6.000000000E0
1.607308797E2,6.000000000E0
1.608404218E2,6.000000000E0
1.609513022E2,6.000000000E0
1.610618779E2,4.000000000E0
1.611713981E2,5.000000000E0
1.612811630E2,4.000000000E0
1.613888907E2,3.000000000E0
1.614990357E2,4.000000000E0
1.616099172E2,5.000000000E0
1.617201708E2,5.000000000E0
1.618290659E2,4.000000000E0
1.619389477E2,6.000000000E0
1.620488665E2,5.000000000E0
1.621577111E2,5.000000000E0
1.622666084E2,5.000000000E0
1.623767535E2,5.000000000E0
1.624869138E2,5.000000000E0
1.625966812E2,6.000000000E0
1.627064812E2,5.000000000E0
1.628153085E2,5.000000000E0
1.629250839E2,6.000000000E0
1.630352085E2,6.000000000E0
1.631452544E2,6.000000000E0
1.632551435E2,6.000000000E0
1.633641559E2,6.000000000E0
1.634736769E2,6.000000000E0
1.635842676E2,6.000000000E0
1.636943997E2,6.000000000E0
1.638037133E2,6.000000000E0
1.639131692E2,6.000000000E0
1.640239174E2,6.000000000E0
1.641332665E2,6.000000000E0
1.642431141E2,6.000000000E0
1.643543683E2,6.000000000E0
1.644635013E2,6.000000000E0
1.645735588E2,6.000000000E0
1.646835511E2,6.000000000E0
1.647935755E2,6.000000000E0
1.649019173E2,6.000000000E0
1.650114403E2,4.000000000E0
1.651227182E2,1.000000000E0
1.652328536E2,0.000000000E0
1.653415117E2,1.000000000E0
1.654514720E2,1.000000000E0
1.655595640E2,2.000000000E0
1.656696602E2,3.000000000E0
1.657811732E2,4.000000000E0
1.658912977E2,4.000000000E0
1.659998167E2,1.000000000E0
1.661093376E2,0.000000000E0
1.662194021E2,0.000000000E0
1.663281329E2,0.000000000E0
1.664375247E2,0.000000000E0
1.665476366E2,1.000000000E0
1.666587781E2,0.000000000E0
1.667684381E2,0.000000000E0
1.668781837E2,0.000000000E0
1.669877194E2,0.000000000E0
1.670961446E2,1.000000000E0
1.672060707E2,0.000000000E0
1.673161879E2,0.000000000E0
1.674263279E2,0.000000000E0
1.675361480E2,0.000000000E0
1.676451676E2,0.000000000E0
1.677547760E2,0.000000000E0
1.678646880E2,0.000000000E0
1.679746216E2,0.000000000E0
1.680848948E2,0.000000000E0
1.681946723E2,0.000000000E0
1.683047439E2,1.000000000E0
1.684137368E2,0.000000000E0
1.685237566E2,0.000000000E0
1.686332039E2,0.000000000E0
1.687434467E2,0.000000000E0
1.688535344E2,0.000000000E0
1.689636293E2,0.000000000E0
1.690725572E2,0.000000000E0
1.691827403E2,0.000000000E0
1.692931778E2,0.000000000E0
1.694031218E2,0.000000000E0
1.695139390E2,1.000000000E0
1.696232224E2,0.000000000E0
1.697326857E2,0.000000000E0
1.698425241E2,1.000000000E0
1.699512902E2,0.000000000E0
1.700614552E2,0.000000000E0
1.701722440E2,1.000000000E0
1.702809648E2,1.000000000E0
1.703910727E2,1.000000000E0
1.705010299E2,1.000000000E0
1.706093274E2,1.000000000E0
1.707192552E2,0.000000000E0
1.708307874E2,0.000000000E0
1.709410419E2,1.000000000E0
1.710493918E2,1.000000000E0
1.711591185E2,1.000000000E0
1.712687923E2,0.000000000E0
1.713769274E2,1.000000000E0
1.714870754E2,1.000000000E0
1.715971082E2,2.000000000E0
1.717064028E2,1.000000000E0
1.718163113E2,1.000000000E0
1.719260278E2,0.000000000E0
1.720355644E2,0.000000000E0
1.721454896E2,1.000000000E0
1.722555937E2,1.000000000E0
1.723655834E2,1.000000000E0
1.724754381E2,0.000000000E0
1.725844542E2,1.000000000E0
1.726940033E2,0.000000000E0
1.728038730E2,1.000000000E0
1.729140287E2,1.000000000E0
1.730240736E2,1.000000000E0
1.731332766E2,0.000000000E0
1.732434719E2,1.000000000E0
1.733535874E2,1.000000000E0
1.734633905E2,1.000000000E0
1.735735430E2,1.000000000E0
1.736835480E2,2.000000000E0
1.737928573E2,2.000000000E0
1.739020302E2,1.000000000E0
1.740128829E2,1.000000000E0
1.741225398E2,1.000000000E0
1.742329886E2,1.000000000E0
1.743431369E2,1.000000000E0
1.744525228E2,1.000000000E0
1.745614252E2,0.000000000E0
1.746698477E2,0.000000000E0
1.747800386E2,0.000000000E0
1.748913717E2,1.000000000E0
1.750016019E2,1.000000000E0
1.751099710E2,2.000000000E0
1.752198410E2,3.000000000E0
1.753282841E2,1.000000000E0
1.754376517E2,2.000000000E0
1.755477345E2,3.000000000E0
1.756587561E2,3.000000000E0
1.757681298E2,3.000000000E0
1.758777053E2,2.000000000E0
1.759860225E2,1.000000000E0
1.760960084E2,2.000000000E0
1.762061281E2,2.000000000E0
1.763162056E2,1.000000000E0
1.764259526E2,2.000000000E0
1.765351249E2,1.000000000E0
1.766446498E2,1.000000000E0
1.767544298E2,1.000000000E0
1.768645450E2,2.000000000E0
1.769746970E2,3.000000000E0
1.770842627E2,2.000000000E0
1.771941930E2,2.000000000E0
1.773035591E2,3.000000000E0
1.774129637E2,2.000000000E0
1.775231071E2,3.000000000E0
1.776322014E2,3.000000000E0
1.777423525E2,3.000000000E0
1.778534051E2,3.000000000E0
1.779625547E2,3.000000000E0
1.780733989E2,3.000000000E0
1.781821936E2,3.000000000E0
1.782921324E2,1.000000000E0
1.784021544E2,3.000000000E0
1.785109560E2,1.000000000E0
1.786203114E2,5.000000000E0
1.787307458E2,6.000000000E0
1.788411659E2,7.000000000E0
1.789512158E2,8.000000000E0
1.790612514E2,8.000000000E0
1.791703252E2,9.000000000E0
1.792789763E2,9.000000000E0
1.793891597E2,9.000000000E0
1.794991399E2,9.000000000E0
1.796089861E2,9.000000000E0
1.797188270E2,9.000000000E0
1.798271611E2,9.000000000E0
1.799373576E2,9.000000000E0
1.800465454E2,9.000000000E0
1.801566410E2,9.000000000E0
1.802666144E2,9.000000000E0
1.803765965E2,9.000000000E0
1.804862944E2,9.000000000E0
1.805951164E2,6.000000000E0
1.807049610E2,7.000000000E0
1.808151923E2,9.000000000E0
1.809251950E2,9.000000000E0
1.810348950E2,1.000000000E1
1.811440843E2,9.000000000E0
1.812534111E2,5.000000000E0
1.813636160E2,3.000000000E0
1.814744079E2,3.000000000E0
1.815835104E2,2.000000000E0
1.816929046E2,3.000000000E0
1.818029477E2,4.000000000E0
1.819130634E2,3.000000000E0
1.820241291E2,0.000000000E0
1.821332051E2,0.000000000E0
1.822429599E2,0.000000000E0
1.823527156E2,0.000000000E0
1.824614587E2,0.000000000E0
1.825709835E2,0.000000000E0
1.826816503E2,0.000000000E0
1.827912872E2,4.000000000E0
1.829011519E2,4.000000000E0
1.830106762E2,2.000000000E0
1.831193490E2,1.000000000E0
1.832285763E2,0.000000000E0
1.833386535E2,0.000000000E0
1.834493824E2,0.000000000E0
1.835590596E2,0.000000000E0
1.836688464E2,0.000000000E0
1.837777735E2,0.000000000E0
1.838869646E2,0.000000000E0
1.839970646E2,0.000000000E0
1.841071979E2,0.000000000E0
1.842178056E2,0.000000000E0
1.843260468E2,0.000000000E0
1.844354693E2,0.000000000E0
1.845453271E2,0.000000000E0
1.846554772E2,0.000000000E0
1.847652994E2,0.000000000E0
1.848743028E2,0.000000000E0
1.849842952E2,0.000000000E0
1.850946097E2,0.000000000E0
1.852037842E2,0.000000000E0
1.853138933E2,0.000000000E0
1.854238766E2,0.000000000E0
1.855332581E2,0.000000000E0
1.856433711E2,0.000000000E0
1.857532586E2,1.000000000E0
1.858645797E2,2.000000000E0
1.859735450E2,1.000000000E0
1.860837202E2,1.000000000E0
1.861935957E2,1.000000000E0
1.863026231E2,0.000000000E0
1.864118388E2,0.000000000E0
1.865226812E2,0.000000000E0
1.866328861E2,0.000000000E0
1.867424756E2,0.000000000E0
1.868519190E2,0.000000000E0
1.869617236E2,1.000000000E0
1.870716245E2,0.000000000E0
1.871800372E2,0.000000000E0
1.872900499E2,1.000000000E0
1.874014443E2,1.000000000E0
1.875100456E2,1.000000000E0
1.876199440E2,1.000000000E0
1.877295470E2,1.000000000E0
1.878377347E2,1.000000000E0
1.879476393E2,0.000000000E0
1.880594581E2,0.000000000E0
1.881684919E2,0.000000000E0
1.882782293E2,1.000000000E0
1.883866692E2,1.000000000E0
1.884964685E2,2.000000000E0
1.886060834E2,1.000000000E0
1.887161489E2,1.000000000E0
1.888263065E2,1.000000000E0
